Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 薄暮仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 破晓仪式石
appliedenergistics2:facade:0, 线缆伪装板 - 大血石砖
appliedenergistics2:facade:0, 线缆伪装板 - 血石砖
appliedenergistics2:facade:0, 线缆伪装板 - 晶簇块
appliedenergistics2:facade:0, 线缆伪装板 - 晶簇砖
appliedenergistics2:facade:0, 线缆伪装板 - 木制路面
appliedenergistics2:facade:0, 线缆伪装板 - 木瓦路面
appliedenergistics2:facade:0, 线缆伪装板 - 石砖路面
appliedenergistics2:facade:0, 线缆伪装板 - 石瓦路面
appliedenergistics2:facade:0, 线缆伪装板 - 碎石砖路面
appliedenergistics2:facade:0, 线缆伪装板 - 碎石路面
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石砖路面
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石瓦路面
appliedenergistics2:facade:0, 线缆伪装板 - 原生石砖
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石砖
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石砖
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石砖
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小原生石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小腐蚀石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小破坏石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小复仇石砖
appliedenergistics2:facade:0, 线缆伪装板 - 小坚毅石砖
appliedenergistics2:facade:0, 线缆伪装板 - 原生石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重原生石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重腐蚀石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重破坏石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重复仇石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 二重坚毅石瓦
appliedenergistics2:facade:0, 线缆伪装板 - 原生石头
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石头
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石头
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石头
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石头
appliedenergistics2:facade:0, 线缆伪装板 - 磨制原生石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制腐蚀石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制破坏石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制复仇石
appliedenergistics2:facade:0, 线缆伪装板 - 磨制坚毅石
appliedenergistics2:facade:0, 线缆伪装板 - 原生意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 破坏意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 复仇意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅意志合金
appliedenergistics2:facade:0, 线缆伪装板 - 原生石柱
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀石柱
appliedenergistics2:facade:0, 线缆伪装板 - 破坏石柱
appliedenergistics2:facade:0, 线缆伪装板 - 复仇石柱
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重原生石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重腐蚀石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重破坏石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重复仇石柱
appliedenergistics2:facade:0, 线缆伪装板 - 二重坚毅石柱
appliedenergistics2:facade:0, 线缆伪装板 - 原生顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 腐蚀顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 破坏顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 复仇顶柱
appliedenergistics2:facade:0, 线缆伪装板 - 坚毅顶柱
appliedenergistics2:facade:0, 线缆伪装板 - [原生]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [腐蚀]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [破坏]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [复仇]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - [坚毅]意志之瞳
appliedenergistics2:facade:0, 线缆伪装板 - 奥利哈刚块
appliedenergistics2:facade:0, 线缆伪装板 - 暗影块
appliedenergistics2:facade:0, 线缆伪装板 - 光子块
appliedenergistics2:facade:0, 线缆伪装板 - 次元催化器
appliedenergistics2:facade:0, 线缆伪装板 - 炼金煤炭块
appliedenergistics2:facade:0, 线缆伪装板 - 莫比乌斯燃料块
appliedenergistics2:facade:0, 线缆伪装板 - 永恒燃料块
appliedenergistics2:facade:0, 线缆伪装板 - 暗物质方块
appliedenergistics2:facade:0, 线缆伪装板 - 红物质方块
appliedenergistics2:facade:0, 线缆伪装板 - 爆破新星
appliedenergistics2:facade:0, 线缆伪装板 - 灾难新星
appliedenergistics2:facade:0, 线缆伪装板 - 粉碎陨石
appliedenergistics2:facade:0, 线缆伪装板 - 尘土
appliedenergistics2:facade:0, 线缆伪装板 - 粉碎的地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 粉碎的末地石
appliedenergistics2:facade:0, 线缆伪装板 - 粉碎的安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 粉碎的闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 粉碎的花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 人工蜂巢
appliedenergistics2:facade:0, 线缆伪装板 - 清香的人工蜂巢
appliedenergistics2:facade:0, 线缆伪装板 - 压缩尘土
appliedenergistics2:facade:0, 线缆伪装板 - 压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 压缩沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 压缩沙子
appliedenergistics2:facade:0, 线缆伪装板 - 压缩泥土
appliedenergistics2:facade:0, 线缆伪装板 - 压缩燧石
appliedenergistics2:facade:0, 线缆伪装板 - 压缩地狱岩沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 压缩末地石沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 压缩灵魂沙
appliedenergistics2:facade:0, 线缆伪装板 - 压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 压缩末地石
appliedenergistics2:facade:0, 线缆伪装板 - 好漂亮的方块
appliedenergistics2:facade:0, 线缆伪装板 - 占位符1
appliedenergistics2:facade:0, 线缆伪装板 - 占位符2
appliedenergistics2:facade:0, 线缆伪装板 - 占位符3
appliedenergistics2:facade:0, 线缆伪装板 - 占位符4
appliedenergistics2:facade:0, 线缆伪装板 - 占位符5
appliedenergistics2:facade:0, 线缆伪装板 - 占位符6
appliedenergistics2:facade:0, 线缆伪装板 - 占位符7
appliedenergistics2:facade:0, 线缆伪装板 - 占位符8
appliedenergistics2:facade:0, 线缆伪装板 - 占位符9
appliedenergistics2:facade:0, 线缆伪装板 - 占位符10
appliedenergistics2:facade:0, 线缆伪装板 - 占位符11
appliedenergistics2:facade:0, 线缆伪装板 - 占位符12
appliedenergistics2:facade:0, 线缆伪装板 - 占位符13
appliedenergistics2:facade:0, 线缆伪装板 - 占位符14
appliedenergistics2:facade:0, 线缆伪装板 - 占位符15
appliedenergistics2:facade:0, 线缆伪装板 - 占位符16
appliedenergistics2:facade:0, 线缆伪装板 - 红石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 青金石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 钻石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 煤晶块
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 铁晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能红石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能青金石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能钻石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能煤晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能绿宝石水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 充能铁晶块
appliedenergistics2:facade:0, 线缆伪装板 - 装饰用绿色石英方块
appliedenergistics2:facade:0, 线缆伪装板 - 装饰用石英
appliedenergistics2:facade:0, 线缆伪装板 - 白色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 橙色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 品红色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 浅蓝色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 黄色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 粉色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 灰色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 浅灰色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 青色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 紫色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 棕色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 绿色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 红色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 黑色灯具
appliedenergistics2:facade:0, 线缆伪装板 - 白色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 橙色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 品红色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 浅蓝色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 黄色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 粉色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 灰色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 浅灰色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 青色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 紫色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 棕色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 绿色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 红色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 黑色灯具 (开启)
appliedenergistics2:facade:0, 线缆伪装板 - 灯具控制器
appliedenergistics2:facade:0, 线缆伪装板 - 藏宝箱
appliedenergistics2:facade:0, 线缆伪装板 - 焦黑石英柱
appliedenergistics2:facade:0, 线缆伪装板 - 錾制焦黑石英
appliedenergistics2:facade:0, 线缆伪装板 - 焦黑石英块
appliedenergistics2:facade:0, 线缆伪装板 - 焦黑石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 木质外壳
appliedenergistics2:facade:0, 线缆伪装板 - 木炭块
appliedenergistics2:facade:0, 线缆伪装板 - 末影珍珠块
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩工厂外墙
appliedenergistics2:facade:0, 线缆伪装板 - 末影外壳
appliedenergistics2:facade:0, 线缆伪装板 - 铁制外壳
appliedenergistics2:facade:0, 线缆伪装板 - 茅草
appliedenergistics2:facade:0, 线缆伪装板 - 紫水晶块
appliedenergistics2:facade:0, 线缆伪装板 - 紫水晶矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - Block of Silver
appliedenergistics2:facade:0, 线缆伪装板 - Silver Ore
appliedenergistics2:facade:0, 线缆伪装板 - 七重压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 五重压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 八重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 流沙
appliedenergistics2:facade:0, 线缆伪装板 - 软石
appliedenergistics2:facade:0, 线缆伪装板 - 压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 强化小石砖
appliedenergistics2:facade:0, 线缆伪装板 - 六重压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 末影矿石
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 五重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 六重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 白荧石
appliedenergistics2:facade:0, 线缆伪装板 - 橙荧石
appliedenergistics2:facade:0, 线缆伪装板 - 洋红荧石
appliedenergistics2:facade:0, 线缆伪装板 - 亮蓝荧石
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色荧石
appliedenergistics2:facade:0, 线缆伪装板 - 粉荧石
appliedenergistics2:facade:0, 线缆伪装板 - 灰荧石
appliedenergistics2:facade:0, 线缆伪装板 - 亮灰荧石
appliedenergistics2:facade:0, 线缆伪装板 - 青荧石
appliedenergistics2:facade:0, 线缆伪装板 - 紫荧石
appliedenergistics2:facade:0, 线缆伪装板 - 蓝荧石
appliedenergistics2:facade:0, 线缆伪装板 - 棕荧石
appliedenergistics2:facade:0, 线缆伪装板 - 绿荧石
appliedenergistics2:facade:0, 线缆伪装板 - 红荧石
appliedenergistics2:facade:0, 线缆伪装板 - 黑荧石
appliedenergistics2:facade:0, 线缆伪装板 - 压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 强化石头
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 七重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - Wub Wub 矿石
appliedenergistics2:facade:0, 线缆伪装板 - 下界 Wub Wub 矿石
appliedenergistics2:facade:0, 线缆伪装板 - Block of Steel
appliedenergistics2:facade:0, 线缆伪装板 - 四重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 强化石台阶
appliedenergistics2:facade:0, 线缆伪装板 - 压缩糖块
appliedenergistics2:facade:0, 线缆伪装板 - 四重压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 三重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 骨块
appliedenergistics2:facade:0, 线缆伪装板 - 强化石砖
appliedenergistics2:facade:0, 线缆伪装板 - 下界之星方块
appliedenergistics2:facade:0, 线缆伪装板 - 压缩燧石块
appliedenergistics2:facade:0, 线缆伪装板 - 水源石头
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩源石头
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩糖块
appliedenergistics2:facade:0, 线缆伪装板 - 钢筋强化黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 三重压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 下界熔岩源石
appliedenergistics2:facade:0, 线缆伪装板 - 木炭块
appliedenergistics2:facade:0, 线缆伪装板 - 沥青
appliedenergistics2:facade:0, 线缆伪装板 - 强化小石砖台阶
appliedenergistics2:facade:0, 线缆伪装板 - 脉冲熔岩石
appliedenergistics2:facade:0, 线缆伪装板 - 八重压缩甘蔗块
appliedenergistics2:facade:0, 线缆伪装板 - 强化石砖台阶
appliedenergistics2:facade:0, 线缆伪装板 - 血肉方块
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 淡蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 黄绿色
appliedenergistics2:paint_ball:6, 染色球 - 粉红色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 淡灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 淡蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 黄绿色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉红色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 淡灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 淡蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 黄绿色
appliedenergistics2:part:26, ME包层线缆 - 粉红色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 淡灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 淡蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 黄绿色
appliedenergistics2:part:506, ME致密包层线缆 - 粉红色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 淡灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 淡蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 黄绿色
appliedenergistics2:part:66, ME致密线缆 - 粉红色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 淡灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - 福鲁伊克斯色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 淡蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 黄绿色
appliedenergistics2:part:6, ME玻璃线缆 - 粉红色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 淡灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - 福鲁伊克斯色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 淡蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 黄绿色
appliedenergistics2:part:46, ME智能线缆 - 粉红色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 淡灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - 福鲁伊克斯色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体存储总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:465, P2P通道 - EU
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级（I）
storagedrawers:upgrade_storage:1, 抽屉容量升级（II）
storagedrawers:upgrade_storage:2, 抽屉容量升级（III）
storagedrawers:upgrade_storage:3, 抽屉容量升级（IV）
storagedrawers:upgrade_storage:4, 抽屉容量升级（V）
storagedrawers:upgrade_one_stack, 存储降级
storagedrawers:upgrade_status:0, 状态显示升级（I）
storagedrawers:upgrade_status:1, 状态显示升级（II）
storagedrawers:upgrade_void, 清空升级
storagedrawers:upgrade_conversion, 转换升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
